,snapshot,objective,stores,generators
14391,2025-08-28 21:45:00,0.25,0.25,0.25
14392,2025-08-28 22:00:00,0.25,0.25,0.25
14393,2025-08-28 22:15:00,0.25,0.25,0.25
14394,2025-08-28 22:30:00,0.25,0.25,0.25
14395,2025-08-28 22:45:00,0.25,0.25,0.25
14396,2025-08-28 23:00:00,0.25,0.25,0.25
14397,2025-08-28 23:15:00,0.25,0.25,0.25
14398,2025-08-28 23:30:00,0.25,0.25,0.25
14399,2025-08-28 23:45:00,0.25,0.25,0.25
14400,2025-08-29 00:00:00,0.25,0.25,0.25
14401,2025-08-29 00:15:00,0.25,0.25,0.25
14402,2025-08-29 00:30:00,0.25,0.25,0.25
14403,2025-08-29 00:45:00,0.25,0.25,0.25
14404,2025-08-29 01:00:00,0.25,0.25,0.25
14405,2025-08-29 01:15:00,0.25,0.25,0.25
14406,2025-08-29 01:30:00,0.25,0.25,0.25
14407,2025-08-29 01:45:00,0.25,0.25,0.25
14408,2025-08-29 02:00:00,0.25,0.25,0.25
14409,2025-08-29 02:15:00,0.25,0.25,0.25
14410,2025-08-29 02:30:00,0.25,0.25,0.25
14411,2025-08-29 02:45:00,0.25,0.25,0.25
14412,2025-08-29 03:00:00,0.25,0.25,0.25
14413,2025-08-29 03:15:00,0.25,0.25,0.25
14414,2025-08-29 03:30:00,0.25,0.25,0.25
14415,2025-08-29 03:45:00,0.25,0.25,0.25
14416,2025-08-29 04:00:00,0.25,0.25,0.25
14417,2025-08-29 04:15:00,0.25,0.25,0.25
14418,2025-08-29 04:30:00,0.25,0.25,0.25
14419,2025-08-29 04:45:00,0.25,0.25,0.25
14420,2025-08-29 05:00:00,0.25,0.25,0.25
14421,2025-08-29 05:15:00,0.25,0.25,0.25
14422,2025-08-29 05:30:00,0.25,0.25,0.25
14423,2025-08-29 05:45:00,0.25,0.25,0.25
14424,2025-08-29 06:00:00,0.25,0.25,0.25
14425,2025-08-29 06:15:00,0.25,0.25,0.25
14426,2025-08-29 06:30:00,0.25,0.25,0.25
14427,2025-08-29 06:45:00,0.25,0.25,0.25
14428,2025-08-29 07:00:00,0.25,0.25,0.25
14429,2025-08-29 07:15:00,0.25,0.25,0.25
14430,2025-08-29 07:30:00,0.25,0.25,0.25
14431,2025-08-29 07:45:00,0.25,0.25,0.25
14432,2025-08-29 08:00:00,0.25,0.25,0.25
14433,2025-08-29 08:15:00,0.25,0.25,0.25
14434,2025-08-29 08:30:00,0.25,0.25,0.25
14435,2025-08-29 08:45:00,0.25,0.25,0.25
14436,2025-08-29 09:00:00,0.25,0.25,0.25
14437,2025-08-29 09:15:00,0.25,0.25,0.25
14438,2025-08-29 09:30:00,0.25,0.25,0.25
14439,2025-08-29 09:45:00,0.25,0.25,0.25
14440,2025-08-29 10:00:00,0.25,0.25,0.25
14441,2025-08-29 10:15:00,0.25,0.25,0.25
14442,2025-08-29 10:30:00,0.25,0.25,0.25
14443,2025-08-29 10:45:00,0.25,0.25,0.25
14444,2025-08-29 11:00:00,0.25,0.25,0.25
14445,2025-08-29 11:15:00,0.25,0.25,0.25
14446,2025-08-29 11:30:00,0.25,0.25,0.25
14447,2025-08-29 11:45:00,0.25,0.25,0.25
14448,2025-08-29 12:00:00,0.25,0.25,0.25
14449,2025-08-29 12:15:00,0.25,0.25,0.25
14450,2025-08-29 12:30:00,0.25,0.25,0.25
14451,2025-08-29 12:45:00,0.25,0.25,0.25
14452,2025-08-29 13:00:00,0.25,0.25,0.25
14453,2025-08-29 13:15:00,0.25,0.25,0.25
14454,2025-08-29 13:30:00,0.25,0.25,0.25
14455,2025-08-29 13:45:00,0.25,0.25,0.25
14456,2025-08-29 14:00:00,0.25,0.25,0.25
14457,2025-08-29 14:15:00,0.25,0.25,0.25
14458,2025-08-29 14:30:00,0.25,0.25,0.25
14459,2025-08-29 14:45:00,0.25,0.25,0.25
14460,2025-08-29 15:00:00,0.25,0.25,0.25
14461,2025-08-29 15:15:00,0.25,0.25,0.25
14462,2025-08-29 15:30:00,0.25,0.25,0.25
14463,2025-08-29 15:45:00,0.25,0.25,0.25
14464,2025-08-29 16:00:00,0.25,0.25,0.25
14465,2025-08-29 16:15:00,0.25,0.25,0.25
14466,2025-08-29 16:30:00,0.25,0.25,0.25
14467,2025-08-29 16:45:00,0.25,0.25,0.25
14468,2025-08-29 17:00:00,0.25,0.25,0.25
14469,2025-08-29 17:15:00,0.25,0.25,0.25
14470,2025-08-29 17:30:00,0.25,0.25,0.25
14471,2025-08-29 17:45:00,0.25,0.25,0.25
14472,2025-08-29 18:00:00,0.25,0.25,0.25
14473,2025-08-29 18:15:00,0.25,0.25,0.25
14474,2025-08-29 18:30:00,0.25,0.25,0.25
14475,2025-08-29 18:45:00,0.25,0.25,0.25
14476,2025-08-29 19:00:00,0.25,0.25,0.25
14477,2025-08-29 19:15:00,0.25,0.25,0.25
14478,2025-08-29 19:30:00,0.25,0.25,0.25
14479,2025-08-29 19:45:00,0.25,0.25,0.25
14480,2025-08-29 20:00:00,0.25,0.25,0.25
14481,2025-08-29 20:15:00,0.25,0.25,0.25
14482,2025-08-29 20:30:00,0.25,0.25,0.25
14483,2025-08-29 20:45:00,0.25,0.25,0.25
14484,2025-08-29 21:00:00,0.25,0.25,0.25
14485,2025-08-29 21:15:00,0.25,0.25,0.25
14486,2025-08-29 21:30:00,0.25,0.25,0.25
14487,2025-08-29 21:45:00,0.25,0.25,0.25
14488,2025-08-29 22:00:00,0.25,0.25,0.25
14489,2025-08-29 22:15:00,0.25,0.25,0.25
14490,2025-08-29 22:30:00,0.25,0.25,0.25
14491,2025-08-29 22:45:00,0.25,0.25,0.25
14492,2025-08-29 23:00:00,0.25,0.25,0.25
14493,2025-08-29 23:15:00,0.25,0.25,0.25
14494,2025-08-29 23:30:00,0.25,0.25,0.25
14495,2025-08-29 23:45:00,0.25,0.25,0.25
14496,2025-08-30 00:00:00,0.25,0.25,0.25
14497,2025-08-30 00:15:00,0.25,0.25,0.25
14498,2025-08-30 00:30:00,0.25,0.25,0.25
14499,2025-08-30 00:45:00,0.25,0.25,0.25
14500,2025-08-30 01:00:00,0.25,0.25,0.25
14501,2025-08-30 01:15:00,0.25,0.25,0.25
14502,2025-08-30 01:30:00,0.25,0.25,0.25
14503,2025-08-30 01:45:00,0.25,0.25,0.25
14504,2025-08-30 02:00:00,0.25,0.25,0.25
14505,2025-08-30 02:15:00,0.25,0.25,0.25
14506,2025-08-30 02:30:00,0.25,0.25,0.25
14507,2025-08-30 02:45:00,0.25,0.25,0.25
14508,2025-08-30 03:00:00,0.25,0.25,0.25
14509,2025-08-30 03:15:00,0.25,0.25,0.25
14510,2025-08-30 03:30:00,0.25,0.25,0.25
14511,2025-08-30 03:45:00,0.25,0.25,0.25
14512,2025-08-30 04:00:00,0.25,0.25,0.25
14513,2025-08-30 04:15:00,0.25,0.25,0.25
14514,2025-08-30 04:30:00,0.25,0.25,0.25
14515,2025-08-30 04:45:00,0.25,0.25,0.25
14516,2025-08-30 05:00:00,0.25,0.25,0.25
14517,2025-08-30 05:15:00,0.25,0.25,0.25
14518,2025-08-30 05:30:00,0.25,0.25,0.25
14519,2025-08-30 05:45:00,0.25,0.25,0.25
14520,2025-08-30 06:00:00,0.25,0.25,0.25
14521,2025-08-30 06:15:00,0.25,0.25,0.25
14522,2025-08-30 06:30:00,0.25,0.25,0.25
14523,2025-08-30 06:45:00,0.25,0.25,0.25
14524,2025-08-30 07:00:00,0.25,0.25,0.25
14525,2025-08-30 07:15:00,0.25,0.25,0.25
14526,2025-08-30 07:30:00,0.25,0.25,0.25
14527,2025-08-30 07:45:00,0.25,0.25,0.25
14528,2025-08-30 08:00:00,0.25,0.25,0.25
14529,2025-08-30 08:15:00,0.25,0.25,0.25
14530,2025-08-30 08:30:00,0.25,0.25,0.25
14531,2025-08-30 08:45:00,0.25,0.25,0.25
14532,2025-08-30 09:00:00,0.25,0.25,0.25
14533,2025-08-30 09:15:00,0.25,0.25,0.25
14534,2025-08-30 09:30:00,0.25,0.25,0.25
14535,2025-08-30 09:45:00,0.25,0.25,0.25
14536,2025-08-30 10:00:00,0.25,0.25,0.25
14537,2025-08-30 10:15:00,0.25,0.25,0.25
14538,2025-08-30 10:30:00,0.25,0.25,0.25
14539,2025-08-30 10:45:00,0.25,0.25,0.25
14540,2025-08-30 11:00:00,0.25,0.25,0.25
14541,2025-08-30 11:15:00,0.25,0.25,0.25
14542,2025-08-30 11:30:00,0.25,0.25,0.25
14543,2025-08-30 11:45:00,0.25,0.25,0.25
14544,2025-08-30 12:00:00,0.25,0.25,0.25
14545,2025-08-30 12:15:00,0.25,0.25,0.25
14546,2025-08-30 12:30:00,0.25,0.25,0.25
14547,2025-08-30 12:45:00,0.25,0.25,0.25
14548,2025-08-30 13:00:00,0.25,0.25,0.25
14549,2025-08-30 13:15:00,0.25,0.25,0.25
14550,2025-08-30 13:30:00,0.25,0.25,0.25
14551,2025-08-30 13:45:00,0.25,0.25,0.25
14552,2025-08-30 14:00:00,0.25,0.25,0.25
14553,2025-08-30 14:15:00,0.25,0.25,0.25
14554,2025-08-30 14:30:00,0.25,0.25,0.25
14555,2025-08-30 14:45:00,0.25,0.25,0.25
14556,2025-08-30 15:00:00,0.25,0.25,0.25
14557,2025-08-30 15:15:00,0.25,0.25,0.25
14558,2025-08-30 15:30:00,0.25,0.25,0.25
14559,2025-08-30 15:45:00,0.25,0.25,0.25
14560,2025-08-30 16:00:00,0.25,0.25,0.25
14561,2025-08-30 16:15:00,0.25,0.25,0.25
14562,2025-08-30 16:30:00,0.25,0.25,0.25
14563,2025-08-30 16:45:00,0.25,0.25,0.25
14564,2025-08-30 17:00:00,0.25,0.25,0.25
14565,2025-08-30 17:15:00,0.25,0.25,0.25
14566,2025-08-30 17:30:00,0.25,0.25,0.25
14567,2025-08-30 17:45:00,0.25,0.25,0.25
14568,2025-08-30 18:00:00,0.25,0.25,0.25
14569,2025-08-30 18:15:00,0.25,0.25,0.25
14570,2025-08-30 18:30:00,0.25,0.25,0.25
14571,2025-08-30 18:45:00,0.25,0.25,0.25
14572,2025-08-30 19:00:00,0.25,0.25,0.25
14573,2025-08-30 19:15:00,0.25,0.25,0.25
14574,2025-08-30 19:30:00,0.25,0.25,0.25
14575,2025-08-30 19:45:00,0.25,0.25,0.25
14576,2025-08-30 20:00:00,0.25,0.25,0.25
14577,2025-08-30 20:15:00,0.25,0.25,0.25
14578,2025-08-30 20:30:00,0.25,0.25,0.25
14579,2025-08-30 20:45:00,0.25,0.25,0.25
14580,2025-08-30 21:00:00,0.25,0.25,0.25
14581,2025-08-30 21:15:00,0.25,0.25,0.25
14582,2025-08-30 21:30:00,0.25,0.25,0.25
14583,2025-08-30 21:45:00,0.25,0.25,0.25
14584,2025-08-30 22:00:00,0.25,0.25,0.25
14585,2025-08-30 22:15:00,0.25,0.25,0.25
14586,2025-08-30 22:30:00,0.25,0.25,0.25
14587,2025-08-30 22:45:00,0.25,0.25,0.25
14588,2025-08-30 23:00:00,0.25,0.25,0.25
14589,2025-08-30 23:15:00,0.25,0.25,0.25
14590,2025-08-30 23:30:00,0.25,0.25,0.25
14591,2025-08-30 23:45:00,0.25,0.25,0.25
14592,2025-08-31 00:00:00,0.25,0.25,0.25
14593,2025-08-31 00:15:00,0.25,0.25,0.25
14594,2025-08-31 00:30:00,0.25,0.25,0.25
14595,2025-08-31 00:45:00,0.25,0.25,0.25
14596,2025-08-31 01:00:00,0.25,0.25,0.25
14597,2025-08-31 01:15:00,0.25,0.25,0.25
14598,2025-08-31 01:30:00,0.25,0.25,0.25
14599,2025-08-31 01:45:00,0.25,0.25,0.25
14600,2025-08-31 02:00:00,0.25,0.25,0.25
14601,2025-08-31 02:15:00,0.25,0.25,0.25
14602,2025-08-31 02:30:00,0.25,0.25,0.25
14603,2025-08-31 02:45:00,0.25,0.25,0.25
14604,2025-08-31 03:00:00,0.25,0.25,0.25
14605,2025-08-31 03:15:00,0.25,0.25,0.25
14606,2025-08-31 03:30:00,0.25,0.25,0.25
14607,2025-08-31 03:45:00,0.25,0.25,0.25
14608,2025-08-31 04:00:00,0.25,0.25,0.25
14609,2025-08-31 04:15:00,0.25,0.25,0.25
14610,2025-08-31 04:30:00,0.25,0.25,0.25
14611,2025-08-31 04:45:00,0.25,0.25,0.25
14612,2025-08-31 05:00:00,0.25,0.25,0.25
14613,2025-08-31 05:15:00,0.25,0.25,0.25
14614,2025-08-31 05:30:00,0.25,0.25,0.25
14615,2025-08-31 05:45:00,0.25,0.25,0.25
14616,2025-08-31 06:00:00,0.25,0.25,0.25
14617,2025-08-31 06:15:00,0.25,0.25,0.25
14618,2025-08-31 06:30:00,0.25,0.25,0.25
14619,2025-08-31 06:45:00,0.25,0.25,0.25
14620,2025-08-31 07:00:00,0.25,0.25,0.25
14621,2025-08-31 07:15:00,0.25,0.25,0.25
14622,2025-08-31 07:30:00,0.25,0.25,0.25
14623,2025-08-31 07:45:00,0.25,0.25,0.25
14624,2025-08-31 08:00:00,0.25,0.25,0.25
14625,2025-08-31 08:15:00,0.25,0.25,0.25
14626,2025-08-31 08:30:00,0.25,0.25,0.25
14627,2025-08-31 08:45:00,0.25,0.25,0.25
14628,2025-08-31 09:00:00,0.25,0.25,0.25
14629,2025-08-31 09:15:00,0.25,0.25,0.25
14630,2025-08-31 09:30:00,0.25,0.25,0.25
14631,2025-08-31 09:45:00,0.25,0.25,0.25
14632,2025-08-31 10:00:00,0.25,0.25,0.25
14633,2025-08-31 10:15:00,0.25,0.25,0.25
14634,2025-08-31 10:30:00,0.25,0.25,0.25
14635,2025-08-31 10:45:00,0.25,0.25,0.25
14636,2025-08-31 11:00:00,0.25,0.25,0.25
14637,2025-08-31 11:15:00,0.25,0.25,0.25
14638,2025-08-31 11:30:00,0.25,0.25,0.25
14639,2025-08-31 11:45:00,0.25,0.25,0.25
14640,2025-08-31 12:00:00,0.25,0.25,0.25
14641,2025-08-31 12:15:00,0.25,0.25,0.25
14642,2025-08-31 12:30:00,0.25,0.25,0.25
14643,2025-08-31 12:45:00,0.25,0.25,0.25
14644,2025-08-31 13:00:00,0.25,0.25,0.25
14645,2025-08-31 13:15:00,0.25,0.25,0.25
14646,2025-08-31 13:30:00,0.25,0.25,0.25
14647,2025-08-31 13:45:00,0.25,0.25,0.25
14648,2025-08-31 14:00:00,0.25,0.25,0.25
14649,2025-08-31 14:15:00,0.25,0.25,0.25
14650,2025-08-31 14:30:00,0.25,0.25,0.25
14651,2025-08-31 14:45:00,0.25,0.25,0.25
14652,2025-08-31 15:00:00,0.25,0.25,0.25
14653,2025-08-31 15:15:00,0.25,0.25,0.25
14654,2025-08-31 15:30:00,0.25,0.25,0.25
14655,2025-08-31 15:45:00,0.25,0.25,0.25
14656,2025-08-31 16:00:00,0.25,0.25,0.25
14657,2025-08-31 16:15:00,0.25,0.25,0.25
14658,2025-08-31 16:30:00,0.25,0.25,0.25
14659,2025-08-31 16:45:00,0.25,0.25,0.25
14660,2025-08-31 17:00:00,0.25,0.25,0.25
14661,2025-08-31 17:15:00,0.25,0.25,0.25
14662,2025-08-31 17:30:00,0.25,0.25,0.25
14663,2025-08-31 17:45:00,0.25,0.25,0.25
14664,2025-08-31 18:00:00,0.25,0.25,0.25
14665,2025-08-31 18:15:00,0.25,0.25,0.25
14666,2025-08-31 18:30:00,0.25,0.25,0.25
14667,2025-08-31 18:45:00,0.25,0.25,0.25
14668,2025-08-31 19:00:00,0.25,0.25,0.25
14669,2025-08-31 19:15:00,0.25,0.25,0.25
14670,2025-08-31 19:30:00,0.25,0.25,0.25
14671,2025-08-31 19:45:00,0.25,0.25,0.25
14672,2025-08-31 20:00:00,0.25,0.25,0.25
14673,2025-08-31 20:15:00,0.25,0.25,0.25
14674,2025-08-31 20:30:00,0.25,0.25,0.25
14675,2025-08-31 20:45:00,0.25,0.25,0.25
14676,2025-08-31 21:00:00,0.25,0.25,0.25
14677,2025-08-31 21:15:00,0.25,0.25,0.25
14678,2025-08-31 21:30:00,0.25,0.25,0.25
14679,2025-08-31 21:45:00,0.25,0.25,0.25
14680,2025-08-31 22:00:00,0.25,0.25,0.25
14681,2025-08-31 22:15:00,0.25,0.25,0.25
14682,2025-08-31 22:30:00,0.25,0.25,0.25
14683,2025-08-31 22:45:00,0.25,0.25,0.25
14684,2025-08-31 23:00:00,0.25,0.25,0.25
14685,2025-08-31 23:15:00,0.25,0.25,0.25
14686,2025-08-31 23:30:00,0.25,0.25,0.25
14687,2025-08-31 23:45:00,0.25,0.25,0.25
14688,2025-09-01 00:00:00,0.25,0.25,0.25
14689,2025-09-01 00:15:00,0.25,0.25,0.25
14690,2025-09-01 00:30:00,0.25,0.25,0.25
14691,2025-09-01 00:45:00,0.25,0.25,0.25
14692,2025-09-01 01:00:00,0.25,0.25,0.25
14693,2025-09-01 01:15:00,0.25,0.25,0.25
14694,2025-09-01 01:30:00,0.25,0.25,0.25
14695,2025-09-01 01:45:00,0.25,0.25,0.25
14696,2025-09-01 02:00:00,0.25,0.25,0.25
14697,2025-09-01 02:15:00,0.25,0.25,0.25
14698,2025-09-01 02:30:00,0.25,0.25,0.25
14699,2025-09-01 02:45:00,0.25,0.25,0.25
14700,2025-09-01 03:00:00,0.25,0.25,0.25
14701,2025-09-01 03:15:00,0.25,0.25,0.25
14702,2025-09-01 03:30:00,0.25,0.25,0.25
14703,2025-09-01 03:45:00,0.25,0.25,0.25
14704,2025-09-01 04:00:00,0.25,0.25,0.25
14705,2025-09-01 04:15:00,0.25,0.25,0.25
14706,2025-09-01 04:30:00,0.25,0.25,0.25
14707,2025-09-01 04:45:00,0.25,0.25,0.25
14708,2025-09-01 05:00:00,0.25,0.25,0.25
14709,2025-09-01 05:15:00,0.25,0.25,0.25
14710,2025-09-01 05:30:00,0.25,0.25,0.25
14711,2025-09-01 05:45:00,0.25,0.25,0.25
14712,2025-09-01 06:00:00,0.25,0.25,0.25
14713,2025-09-01 06:15:00,0.25,0.25,0.25
14714,2025-09-01 06:30:00,0.25,0.25,0.25
14715,2025-09-01 06:45:00,0.25,0.25,0.25
14716,2025-09-01 07:00:00,0.25,0.25,0.25
14717,2025-09-01 07:15:00,0.25,0.25,0.25
14718,2025-09-01 07:30:00,0.25,0.25,0.25
14719,2025-09-01 07:45:00,0.25,0.25,0.25
14720,2025-09-01 08:00:00,0.25,0.25,0.25
14721,2025-09-01 08:15:00,0.25,0.25,0.25
14722,2025-09-01 08:30:00,0.25,0.25,0.25
14723,2025-09-01 08:45:00,0.25,0.25,0.25
14724,2025-09-01 09:00:00,0.25,0.25,0.25
14725,2025-09-01 09:15:00,0.25,0.25,0.25
14726,2025-09-01 09:30:00,0.25,0.25,0.25
14727,2025-09-01 09:45:00,0.25,0.25,0.25
14728,2025-09-01 10:00:00,0.25,0.25,0.25
14729,2025-09-01 10:15:00,0.25,0.25,0.25
14730,2025-09-01 10:30:00,0.25,0.25,0.25
14731,2025-09-01 10:45:00,0.25,0.25,0.25
14732,2025-09-01 11:00:00,0.25,0.25,0.25
14733,2025-09-01 11:15:00,0.25,0.25,0.25
14734,2025-09-01 11:30:00,0.25,0.25,0.25
14735,2025-09-01 11:45:00,0.25,0.25,0.25
14736,2025-09-01 12:00:00,0.25,0.25,0.25
14737,2025-09-01 12:15:00,0.25,0.25,0.25
14738,2025-09-01 12:30:00,0.25,0.25,0.25
14739,2025-09-01 12:45:00,0.25,0.25,0.25
14740,2025-09-01 13:00:00,0.25,0.25,0.25
14741,2025-09-01 13:15:00,0.25,0.25,0.25
14742,2025-09-01 13:30:00,0.25,0.25,0.25
14743,2025-09-01 13:45:00,0.25,0.25,0.25
14744,2025-09-01 14:00:00,0.25,0.25,0.25
14745,2025-09-01 14:15:00,0.25,0.25,0.25
14746,2025-09-01 14:30:00,0.25,0.25,0.25
14747,2025-09-01 14:45:00,0.25,0.25,0.25
14748,2025-09-01 15:00:00,0.25,0.25,0.25
14749,2025-09-01 15:15:00,0.25,0.25,0.25
14750,2025-09-01 15:30:00,0.25,0.25,0.25
14751,2025-09-01 15:45:00,0.25,0.25,0.25
14752,2025-09-01 16:00:00,0.25,0.25,0.25
14753,2025-09-01 16:15:00,0.25,0.25,0.25
14754,2025-09-01 16:30:00,0.25,0.25,0.25
14755,2025-09-01 16:45:00,0.25,0.25,0.25
14756,2025-09-01 17:00:00,0.25,0.25,0.25
14757,2025-09-01 17:15:00,0.25,0.25,0.25
14758,2025-09-01 17:30:00,0.25,0.25,0.25
14759,2025-09-01 17:45:00,0.25,0.25,0.25
14760,2025-09-01 18:00:00,0.25,0.25,0.25
14761,2025-09-01 18:15:00,0.25,0.25,0.25
14762,2025-09-01 18:30:00,0.25,0.25,0.25
14763,2025-09-01 18:45:00,0.25,0.25,0.25
14764,2025-09-01 19:00:00,0.25,0.25,0.25
14765,2025-09-01 19:15:00,0.25,0.25,0.25
14766,2025-09-01 19:30:00,0.25,0.25,0.25
14767,2025-09-01 19:45:00,0.25,0.25,0.25
14768,2025-09-01 20:00:00,0.25,0.25,0.25
14769,2025-09-01 20:15:00,0.25,0.25,0.25
14770,2025-09-01 20:30:00,0.25,0.25,0.25
14771,2025-09-01 20:45:00,0.25,0.25,0.25
14772,2025-09-01 21:00:00,0.25,0.25,0.25
14773,2025-09-01 21:15:00,0.25,0.25,0.25
14774,2025-09-01 21:30:00,0.25,0.25,0.25
14775,2025-09-01 21:45:00,0.25,0.25,0.25
14776,2025-09-01 22:00:00,0.25,0.25,0.25
14777,2025-09-01 22:15:00,0.25,0.25,0.25
14778,2025-09-01 22:30:00,0.25,0.25,0.25
14779,2025-09-01 22:45:00,0.25,0.25,0.25
14780,2025-09-01 23:00:00,0.25,0.25,0.25
14781,2025-09-01 23:15:00,0.25,0.25,0.25
14782,2025-09-01 23:30:00,0.25,0.25,0.25
14783,2025-09-01 23:45:00,0.25,0.25,0.25
14784,2025-09-02 00:00:00,0.25,0.25,0.25
14785,2025-09-02 00:15:00,0.25,0.25,0.25
14786,2025-09-02 00:30:00,0.25,0.25,0.25
14787,2025-09-02 00:45:00,0.25,0.25,0.25
14788,2025-09-02 01:00:00,0.25,0.25,0.25
14789,2025-09-02 01:15:00,0.25,0.25,0.25
14790,2025-09-02 01:30:00,0.25,0.25,0.25
14791,2025-09-02 01:45:00,0.25,0.25,0.25
14792,2025-09-02 02:00:00,0.25,0.25,0.25
14793,2025-09-02 02:15:00,0.25,0.25,0.25
14794,2025-09-02 02:30:00,0.25,0.25,0.25
14795,2025-09-02 02:45:00,0.25,0.25,0.25
14796,2025-09-02 03:00:00,0.25,0.25,0.25
14797,2025-09-02 03:15:00,0.25,0.25,0.25
14798,2025-09-02 03:30:00,0.25,0.25,0.25
14799,2025-09-02 03:45:00,0.25,0.25,0.25
14800,2025-09-02 04:00:00,0.25,0.25,0.25
14801,2025-09-02 04:15:00,0.25,0.25,0.25
14802,2025-09-02 04:30:00,0.25,0.25,0.25
14803,2025-09-02 04:45:00,0.25,0.25,0.25
14804,2025-09-02 05:00:00,0.25,0.25,0.25
14805,2025-09-02 05:15:00,0.25,0.25,0.25
14806,2025-09-02 05:30:00,0.25,0.25,0.25
14807,2025-09-02 05:45:00,0.25,0.25,0.25
14808,2025-09-02 06:00:00,0.25,0.25,0.25
14809,2025-09-02 06:15:00,0.25,0.25,0.25
14810,2025-09-02 06:30:00,0.25,0.25,0.25
14811,2025-09-02 06:45:00,0.25,0.25,0.25
14812,2025-09-02 07:00:00,0.25,0.25,0.25
14813,2025-09-02 07:15:00,0.25,0.25,0.25
14814,2025-09-02 07:30:00,0.25,0.25,0.25
14815,2025-09-02 07:45:00,0.25,0.25,0.25
14816,2025-09-02 08:00:00,0.25,0.25,0.25
14817,2025-09-02 08:15:00,0.25,0.25,0.25
14818,2025-09-02 08:30:00,0.25,0.25,0.25
14819,2025-09-02 08:45:00,0.25,0.25,0.25
14820,2025-09-02 09:00:00,0.25,0.25,0.25
14821,2025-09-02 09:15:00,0.25,0.25,0.25
14822,2025-09-02 09:30:00,0.25,0.25,0.25
14823,2025-09-02 09:45:00,0.25,0.25,0.25
14824,2025-09-02 10:00:00,0.25,0.25,0.25
14825,2025-09-02 10:15:00,0.25,0.25,0.25
14826,2025-09-02 10:30:00,0.25,0.25,0.25
14827,2025-09-02 10:45:00,0.25,0.25,0.25
14828,2025-09-02 11:00:00,0.25,0.25,0.25
14829,2025-09-02 11:15:00,0.25,0.25,0.25
14830,2025-09-02 11:30:00,0.25,0.25,0.25
14831,2025-09-02 11:45:00,0.25,0.25,0.25
14832,2025-09-02 12:00:00,0.25,0.25,0.25
14833,2025-09-02 12:15:00,0.25,0.25,0.25
14834,2025-09-02 12:30:00,0.25,0.25,0.25
14835,2025-09-02 12:45:00,0.25,0.25,0.25
14836,2025-09-02 13:00:00,0.25,0.25,0.25
14837,2025-09-02 13:15:00,0.25,0.25,0.25
14838,2025-09-02 13:30:00,0.25,0.25,0.25
14839,2025-09-02 13:45:00,0.25,0.25,0.25
14840,2025-09-02 14:00:00,0.25,0.25,0.25
14841,2025-09-02 14:15:00,0.25,0.25,0.25
14842,2025-09-02 14:30:00,0.25,0.25,0.25
14843,2025-09-02 14:45:00,0.25,0.25,0.25
14844,2025-09-02 15:00:00,0.25,0.25,0.25
14845,2025-09-02 15:15:00,0.25,0.25,0.25
14846,2025-09-02 15:30:00,0.25,0.25,0.25
14847,2025-09-02 15:45:00,0.25,0.25,0.25
14848,2025-09-02 16:00:00,0.25,0.25,0.25
14849,2025-09-02 16:15:00,0.25,0.25,0.25
14850,2025-09-02 16:30:00,0.25,0.25,0.25
14851,2025-09-02 16:45:00,0.25,0.25,0.25
14852,2025-09-02 17:00:00,0.25,0.25,0.25
14853,2025-09-02 17:15:00,0.25,0.25,0.25
14854,2025-09-02 17:30:00,0.25,0.25,0.25
14855,2025-09-02 17:45:00,0.25,0.25,0.25
14856,2025-09-02 18:00:00,0.25,0.25,0.25
14857,2025-09-02 18:15:00,0.25,0.25,0.25
14858,2025-09-02 18:30:00,0.25,0.25,0.25
14859,2025-09-02 18:45:00,0.25,0.25,0.25
14860,2025-09-02 19:00:00,0.25,0.25,0.25
14861,2025-09-02 19:15:00,0.25,0.25,0.25
14862,2025-09-02 19:30:00,0.25,0.25,0.25
14863,2025-09-02 19:45:00,0.25,0.25,0.25
14864,2025-09-02 20:00:00,0.25,0.25,0.25
14865,2025-09-02 20:15:00,0.25,0.25,0.25
14866,2025-09-02 20:30:00,0.25,0.25,0.25
14867,2025-09-02 20:45:00,0.25,0.25,0.25
14868,2025-09-02 21:00:00,0.25,0.25,0.25
14869,2025-09-02 21:15:00,0.25,0.25,0.25
14870,2025-09-02 21:30:00,0.25,0.25,0.25
14871,2025-09-02 21:45:00,0.25,0.25,0.25
14872,2025-09-02 22:00:00,0.25,0.25,0.25
14873,2025-09-02 22:15:00,0.25,0.25,0.25
14874,2025-09-02 22:30:00,0.25,0.25,0.25
14875,2025-09-02 22:45:00,0.25,0.25,0.25
14876,2025-09-02 23:00:00,0.25,0.25,0.25
14877,2025-09-02 23:15:00,0.25,0.25,0.25
14878,2025-09-02 23:30:00,0.25,0.25,0.25
14879,2025-09-02 23:45:00,0.25,0.25,0.25
14880,2025-09-03 00:00:00,0.25,0.25,0.25
14881,2025-09-03 00:15:00,0.25,0.25,0.25
14882,2025-09-03 00:30:00,0.25,0.25,0.25
14883,2025-09-03 00:45:00,0.25,0.25,0.25
14884,2025-09-03 01:00:00,0.25,0.25,0.25
14885,2025-09-03 01:15:00,0.25,0.25,0.25
14886,2025-09-03 01:30:00,0.25,0.25,0.25
14887,2025-09-03 01:45:00,0.25,0.25,0.25
14888,2025-09-03 02:00:00,0.25,0.25,0.25
14889,2025-09-03 02:15:00,0.25,0.25,0.25
