component_type,excel_row,record_kind,unit_sequence,source,plant_name,state,district,commissioning_date,capacity_mw,implementing_agency,duplicate_group_size,component_id,original_component_id,bus,allocated_districts,allocation_method,allocation_confidence,allocation_source_url,allocation_notes,allocation_share,original_capacity_mw
Generator,160.0,aggregate,1.0,Wind,Tamil Nadu-N.A.,Tamil Nadu,Statewide / multiple districts,,84.4515695562766,,1.0,tamil_nadu_n_a__aggregate_01__tirunelveli,tamil_nadu_n_a__aggregate_01,Tirunelveli,Tirunelveli,"Residual-gap allocation from supplied OSM/Overpass wind-turbine geography: turbine locations were matched to 2020 32-district boundaries; the mapped distribution was scaled to ICED operational wind, retained known district MW was subtracted, and positive gaps were normalized to the unresolved row",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Wind District Evidence),"Only ICED row 160 is redistributed. OSM turbine mapping is incomplete and most turbines lack MW tags, so turbine geography is used for shares, not as an authoritative capacity total.",0.3021414960333319,279.51
Generator,160.0,aggregate,1.0,Wind,Tamil Nadu-N.A.,Tamil Nadu,Statewide / multiple districts,,195.0471897426504,,1.0,tamil_nadu_n_a__aggregate_01__coimbatore,tamil_nadu_n_a__aggregate_01,Coimbatore,Tiruppur,"Residual-gap allocation from supplied OSM/Overpass wind-turbine geography: turbine locations were matched to 2020 32-district boundaries; the mapped distribution was scaled to ICED operational wind, retained known district MW was subtracted, and positive gaps were normalized to the unresolved row",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Wind District Evidence),"Only ICED row 160 is redistributed. OSM turbine mapping is incomplete and most turbines lack MW tags, so turbine geography is used for shares, not as an authoritative capacity total.",0.6978182882281507,279.51
Generator,160.0,aggregate,1.0,Wind,Tamil Nadu-N.A.,Tamil Nadu,Statewide / multiple districts,,0.011240701072977886,,1.0,tamil_nadu_n_a__aggregate_01__villupuram,tamil_nadu_n_a__aggregate_01,Villupuram,Viluppuram,"Residual-gap allocation from supplied OSM/Overpass wind-turbine geography: turbine locations were matched to 2020 32-district boundaries; the mapped distribution was scaled to ICED operational wind, retained known district MW was subtracted, and positive gaps were normalized to the unresolved row",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Wind District Evidence),"Only ICED row 160 is redistributed. OSM turbine mapping is incomplete and most turbines lack MW tags, so turbine geography is used for shares, not as an authoritative capacity total.",4.021573851732635e-05,279.51
Generator,161.0,aggregate,1.0,Wind,Tamil Nadu-Ramanathapuram,Tamil Nadu,Ramanathapuram,,17.4,,1.0,tamil_nadu_ramanathapuram__aggregate_01,tamil_nadu_ramanathapuram__aggregate_01,Madurai,Ramanathapuram,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,17.4
Generator,162.0,aggregate,1.0,Wind,Tamil Nadu-Salem,Tamil Nadu,Salem,,3.4,,1.0,tamil_nadu_salem__aggregate_01,tamil_nadu_salem__aggregate_01,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,3.4
Generator,163.0,aggregate,1.0,Wind,Tamil Nadu-Thanjavur,Tamil Nadu,Thanjavur,,8.8,,1.0,tamil_nadu_thanjavur__aggregate_01,tamil_nadu_thanjavur__aggregate_01,Trichy,Thanjavur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,8.8
Generator,164.0,aggregate,1.0,Wind,Tamil Nadu-Theni,Tamil Nadu,Theni,,574.6,,1.0,tamil_nadu_theni__aggregate_01,tamil_nadu_theni__aggregate_01,Madurai,Theni,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,574.6
Generator,165.0,aggregate,1.0,Wind,Tamil Nadu-Thiruvallur,Tamil Nadu,Thiruvallur,,7.2,,1.0,tamil_nadu_thiruvallur__aggregate_01,tamil_nadu_thiruvallur__aggregate_01,Chennai North,Tiruvallur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,7.2
Generator,166.0,aggregate,1.0,Wind,Tamil Nadu-Thoothukkudi,Tamil Nadu,Thoothukkudi,,2174.3775,,1.0,tamil_nadu_thoothukkudi__aggregate_01,tamil_nadu_thoothukkudi__aggregate_01,Tirunelveli,Thoothukudi,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,2174.3775
Generator,167.0,aggregate,1.0,Wind,Tamil Nadu-Tiruchirappalli,Tamil Nadu,Tiruchirappalli,,6.4,,1.0,tamil_nadu_tiruchirappalli__aggregate_01,tamil_nadu_tiruchirappalli__aggregate_01,Trichy,Tiruchirappalli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,6.4
Generator,168.0,aggregate,1.0,Wind,Tamil Nadu-Tirunelveli,Tamil Nadu,Tirunelveli,,3807.540500000001,,1.0,tamil_nadu_tirunelveli__aggregate_01,tamil_nadu_tirunelveli__aggregate_01,Tirunelveli,Tirunelveli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,3807.540500000001
Generator,169.0,aggregate,1.0,Wind,Tamil Nadu-Tiruppur,Tamil Nadu,Tiruppur,,786.8149999999999,,1.0,tamil_nadu_tiruppur__aggregate_01,tamil_nadu_tiruppur__aggregate_01,Coimbatore,Tiruppur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,786.8149999999999
Generator,170.0,aggregate,1.0,Wind,Tamil Nadu-Tiruppur & Karur,Tamil Nadu,Tiruppur & Karur,,150.0,,1.0,tamil_nadu_tiruppur_karur__aggregate_01__trichy,tamil_nadu_tiruppur_karur__aggregate_01,Trichy,Karur,Equal split across districts named in the original row,Medium,,The source row identifies two districts but does not give district-specific shares.,0.5,300.0
Generator,170.0,aggregate,1.0,Wind,Tamil Nadu-Tiruppur & Karur,Tamil Nadu,Tiruppur & Karur,,150.0,,1.0,tamil_nadu_tiruppur_karur__aggregate_01__coimbatore,tamil_nadu_tiruppur_karur__aggregate_01,Coimbatore,Tiruppur,Equal split across districts named in the original row,Medium,,The source row identifies two districts but does not give district-specific shares.,0.5,300.0
Generator,171.0,aggregate,1.0,Wind,Tamil Nadu-Viluppuram,Tamil Nadu,Viluppuram,,1.7,,1.0,tamil_nadu_viluppuram__aggregate_01,tamil_nadu_viluppuram__aggregate_01,Villupuram,Viluppuram,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1.7
Generator,173.0,aggregate,1.0,Solar,Tamil Nadu Chennai 16,Tamil Nadu,Chennai,,16.0,,1.0,tamil_nadu_chennai_16__aggregate_01,tamil_nadu_chennai_16__aggregate_01,Chennai North,Chennai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,16.0
Generator,174.0,aggregate,1.0,Solar,Tamil Nadu Coimbatore 11.26,Tamil Nadu,Coimbatore,,11.26,,1.0,tamil_nadu_coimbatore_11_26__aggregate_01,tamil_nadu_coimbatore_11_26__aggregate_01,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,11.26
Generator,175.0,aggregate,1.0,Solar,Tamil Nadu Cuddalore 140,Tamil Nadu,Cuddalore,,140.0,,1.0,tamil_nadu_cuddalore_140__aggregate_01,tamil_nadu_cuddalore_140__aggregate_01,Villupuram,Cuddalore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,140.0
Generator,176.0,aggregate,1.0,Solar,Tamil Nadu Dindigul 109.46,Tamil Nadu,Dindigul,,109.46,,1.0,tamil_nadu_dindigul_109_46__aggregate_01,tamil_nadu_dindigul_109_46__aggregate_01,Madurai,Dindigul,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,109.46
Generator,177.0,aggregate,1.0,Solar,Tamil Nadu Erode  7,Tamil Nadu,Erode,,7.0,,1.0,tamil_nadu_erode_7__aggregate_01,tamil_nadu_erode_7__aggregate_01,Erode,Erode,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,7.0
Generator,178.0,aggregate,1.0,Solar,Tamil Nadu Kanniyakumari 1,Tamil Nadu,Kanniyakumari,,1.0,,1.0,tamil_nadu_kanniyakumari_1__aggregate_01,tamil_nadu_kanniyakumari_1__aggregate_01,Tirunelveli,Kanniyakumari,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1.0
Generator,179.0,aggregate,1.0,Solar,Tamil Nadu Karur 156.49,Tamil Nadu,Karur,,156.49,,1.0,tamil_nadu_karur_156_49__aggregate_01,tamil_nadu_karur_156_49__aggregate_01,Trichy,Karur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,156.49
Generator,180.0,aggregate,1.0,Solar,Tamil Nadu Krishnagiri 0.75,Tamil Nadu,Krishnagiri,,0.75,,1.0,tamil_nadu_krishnagiri_0_75__aggregate_01,tamil_nadu_krishnagiri_0_75__aggregate_01,Vellore,Krishnagiri,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,0.75
Generator,181.0,aggregate,1.0,Solar,Tamil Nadu Madurai 1,Tamil Nadu,Madurai,,1.0,,1.0,tamil_nadu_madurai_1__aggregate_01,tamil_nadu_madurai_1__aggregate_01,Madurai,Madurai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1.0
Generator,182.0,aggregate,1.0,Solar,Tamil Nadu N.A. 251,Tamil Nadu,Statewide / multiple districts,,20.73444606013166,,1.0,tamil_nadu_n_a_251__aggregate_01__trichy,tamil_nadu_n_a_251__aggregate_01,Trichy,Ariyalur | Karur | Nagapattinam | Perambalur | Pudukkottai | Tiruchirappalli,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.08260735482124167,251.0
Generator,182.0,aggregate,1.0,Solar,Tamil Nadu N.A. 251,Tamil Nadu,Statewide / multiple districts,,15.461172648110656,,1.0,tamil_nadu_n_a_251__aggregate_01__coimbatore,tamil_nadu_n_a_251__aggregate_01,Coimbatore,Coimbatore | Tiruppur,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.0615982974028313,251.0
Generator,182.0,aggregate,1.0,Solar,Tamil Nadu N.A. 251,Tamil Nadu,Statewide / multiple districts,,7.3136752058565175,,1.0,tamil_nadu_n_a_251__aggregate_01__villupuram,tamil_nadu_n_a_251__aggregate_01,Villupuram,Cuddalore | Tiruvannamalai,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.029138148230504052,251.0
Generator,182.0,aggregate,1.0,Solar,Tamil Nadu N.A. 251,Tamil Nadu,Statewide / multiple districts,,2.071007151153329,,1.0,tamil_nadu_n_a_251__aggregate_01__vellore,tamil_nadu_n_a_251__aggregate_01,Vellore,Dharmapuri | Krishnagiri | Vellore,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.008251024506586968,251.0
Generator,182.0,aggregate,1.0,Solar,Tamil Nadu N.A. 251,Tamil Nadu,Statewide / multiple districts,,74.88974712425288,,1.0,tamil_nadu_n_a_251__aggregate_01__madurai,tamil_nadu_n_a_251__aggregate_01,Madurai,Dindigul | Madurai | Ramanathapuram | Sivagangai | Theni,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.2983655263914457,251.0
Generator,182.0,aggregate,1.0,Solar,Tamil Nadu N.A. 251,Tamil Nadu,Statewide / multiple districts,,3.6333746801950775,,1.0,tamil_nadu_n_a_251__aggregate_01__erode,tamil_nadu_n_a_251__aggregate_01,Erode,Erode | Namakkal,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.014475596335438556,251.0
Generator,182.0,aggregate,1.0,Solar,Tamil Nadu N.A. 251,Tamil Nadu,Statewide / multiple districts,,0.8420573556941523,,1.0,tamil_nadu_n_a_251__aggregate_01__chennai_south,tamil_nadu_n_a_251__aggregate_01,Chennai South,Kancheepuram,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.0033548101820484156,251.0
Generator,182.0,aggregate,1.0,Solar,Tamil Nadu N.A. 251,Tamil Nadu,Statewide / multiple districts,,124.45546346058464,,1.0,tamil_nadu_n_a_251__aggregate_01__tirunelveli,tamil_nadu_n_a_251__aggregate_01,Tirunelveli,Kanniyakumari | Thoothukudi | Tirunelveli | Virudhunagar,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.4958384998429667,251.0
Generator,182.0,aggregate,1.0,Solar,Tamil Nadu N.A. 251,Tamil Nadu,Statewide / multiple districts,,1.5990563140211116,,1.0,tamil_nadu_n_a_251__aggregate_01__chennai_north,tamil_nadu_n_a_251__aggregate_01,Chennai North,Tiruvallur,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.0063707422869367,251.0
Generator,183.0,aggregate,1.0,Solar,Tamil Nadu N.A. Off -grid 75.91,Tamil Nadu,Statewide / multiple districts,,10.49002991442805,,1.0,tamil_nadu_n_a_off_grid_75_91__aggregate_01__trichy,tamil_nadu_n_a_off_grid_75_91__aggregate_01,Trichy,Ariyalur | Karur | Nagapattinam | Perambalur | Pudukkottai | Thanjavur | Thiruvarur | Tiruchirappalli,PM Surya Ghar district installation share used as a dispersed-small-system proxy because no complete district-level off-grid inventory was located,Low,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Off-grid capacity is only 75.91 MW. This allocation is explicitly a proxy and should be replaced if a district PM-KUSUM/off-grid inventory becomes available.,0.1381903558744309,75.91
Generator,183.0,aggregate,1.0,Solar,Tamil Nadu N.A. Off -grid 75.91,Tamil Nadu,Statewide / multiple districts,,11.733996376897958,,1.0,tamil_nadu_n_a_off_grid_75_91__aggregate_01__chennai_north,tamil_nadu_n_a_off_grid_75_91__aggregate_01,Chennai North,Chennai | Tiruvallur,PM Surya Ghar district installation share used as a dispersed-small-system proxy because no complete district-level off-grid inventory was located,Low,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Off-grid capacity is only 75.91 MW. This allocation is explicitly a proxy and should be replaced if a district PM-KUSUM/off-grid inventory becomes available.,0.15457774175863467,75.91
Generator,183.0,aggregate,1.0,Solar,Tamil Nadu N.A. Off -grid 75.91,Tamil Nadu,Statewide / multiple districts,,13.242136080852381,,1.0,tamil_nadu_n_a_off_grid_75_91__aggregate_01__coimbatore,tamil_nadu_n_a_off_grid_75_91__aggregate_01,Coimbatore,Coimbatore | The Nilgiris | Tiruppur,PM Surya Ghar district installation share used as a dispersed-small-system proxy because no complete district-level off-grid inventory was located,Low,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Off-grid capacity is only 75.91 MW. This allocation is explicitly a proxy and should be replaced if a district PM-KUSUM/off-grid inventory becomes available.,0.17444521249970205,75.91
Generator,183.0,aggregate,1.0,Solar,Tamil Nadu N.A. Off -grid 75.91,Tamil Nadu,Statewide / multiple districts,,4.040403070102257,,1.0,tamil_nadu_n_a_off_grid_75_91__aggregate_01__villupuram,tamil_nadu_n_a_off_grid_75_91__aggregate_01,Villupuram,Cuddalore | Tiruvannamalai | Viluppuram,PM Surya Ghar district installation share used as a dispersed-small-system proxy because no complete district-level off-grid inventory was located,Low,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Off-grid capacity is only 75.91 MW. This allocation is explicitly a proxy and should be replaced if a district PM-KUSUM/off-grid inventory becomes available.,0.053226229351893785,75.91
Generator,183.0,aggregate,1.0,Solar,Tamil Nadu N.A. Off -grid 75.91,Tamil Nadu,Statewide / multiple districts,,3.759040473863609,,1.0,tamil_nadu_n_a_off_grid_75_91__aggregate_01__vellore,tamil_nadu_n_a_off_grid_75_91__aggregate_01,Vellore,Dharmapuri | Krishnagiri | Vellore,PM Surya Ghar district installation share used as a dispersed-small-system proxy because no complete district-level off-grid inventory was located,Low,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Off-grid capacity is only 75.91 MW. This allocation is explicitly a proxy and should be replaced if a district PM-KUSUM/off-grid inventory becomes available.,0.04951970061735752,75.91
Generator,183.0,aggregate,1.0,Solar,Tamil Nadu N.A. Off -grid 75.91,Tamil Nadu,Statewide / multiple districts,,5.894139274902868,,1.0,tamil_nadu_n_a_off_grid_75_91__aggregate_01__madurai,tamil_nadu_n_a_off_grid_75_91__aggregate_01,Madurai,Dindigul | Madurai | Ramanathapuram | Sivagangai | Theni,PM Surya Ghar district installation share used as a dispersed-small-system proxy because no complete district-level off-grid inventory was located,Low,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Off-grid capacity is only 75.91 MW. This allocation is explicitly a proxy and should be replaced if a district PM-KUSUM/off-grid inventory becomes available.,0.0776464138440636,75.91
Generator,183.0,aggregate,1.0,Solar,Tamil Nadu N.A. Off -grid 75.91,Tamil Nadu,Statewide / multiple districts,,10.672779896550901,,1.0,tamil_nadu_n_a_off_grid_75_91__aggregate_01__erode,tamil_nadu_n_a_off_grid_75_91__aggregate_01,Erode,Erode | Namakkal | Salem,PM Surya Ghar district installation share used as a dispersed-small-system proxy because no complete district-level off-grid inventory was located,Low,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Off-grid capacity is only 75.91 MW. This allocation is explicitly a proxy and should be replaced if a district PM-KUSUM/off-grid inventory becomes available.,0.14059781183705575,75.91
Generator,183.0,aggregate,1.0,Solar,Tamil Nadu N.A. Off -grid 75.91,Tamil Nadu,Statewide / multiple districts,,8.471637785140514,,1.0,tamil_nadu_n_a_off_grid_75_91__aggregate_01__chennai_south,tamil_nadu_n_a_off_grid_75_91__aggregate_01,Chennai South,Kancheepuram,PM Surya Ghar district installation share used as a dispersed-small-system proxy because no complete district-level off-grid inventory was located,Low,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Off-grid capacity is only 75.91 MW. This allocation is explicitly a proxy and should be replaced if a district PM-KUSUM/off-grid inventory becomes available.,0.11160107739613377,75.91
Generator,183.0,aggregate,1.0,Solar,Tamil Nadu N.A. Off -grid 75.91,Tamil Nadu,Statewide / multiple districts,,7.605837127261459,,1.0,tamil_nadu_n_a_off_grid_75_91__aggregate_01__tirunelveli,tamil_nadu_n_a_off_grid_75_91__aggregate_01,Tirunelveli,Kanniyakumari | Thoothukudi | Tirunelveli | Virudhunagar,PM Surya Ghar district installation share used as a dispersed-small-system proxy because no complete district-level off-grid inventory was located,Low,https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Off-grid capacity is only 75.91 MW. This allocation is explicitly a proxy and should be replaced if a district PM-KUSUM/off-grid inventory becomes available.,0.10019545682072796,75.91
Generator,184.0,aggregate,1.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Tamil Nadu,Statewide / multiple districts,,737.7538948052861,,1.0,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01__trichy,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,Trichy,Ariyalur | Karur | Nagapattinam | Perambalur | Pudukkottai | Tiruchirappalli,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.08260735482124167,8930.85
Generator,184.0,aggregate,1.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Tamil Nadu,Statewide / multiple districts,,550.125154360076,,1.0,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01__coimbatore,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,Coimbatore,Coimbatore | Tiruppur,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.0615982974028313,8930.85
Generator,184.0,aggregate,1.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Tamil Nadu,Statewide / multiple districts,,260.2284311243971,,1.0,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01__villupuram,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,Villupuram,Cuddalore | Tiruvannamalai,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.029138148230504052,8930.85
Generator,184.0,aggregate,1.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Tamil Nadu,Statewide / multiple districts,,73.68866221465223,,1.0,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01__vellore,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,Vellore,Dharmapuri | Krishnagiri | Vellore,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.008251024506586968,8930.85
Generator,184.0,aggregate,1.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Tamil Nadu,Statewide / multiple districts,,2664.657761373043,,1.0,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01__madurai,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,Madurai,Dindigul | Madurai | Ramanathapuram | Sivagangai | Theni,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.2983655263914457,8930.85
Generator,184.0,aggregate,1.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Tamil Nadu,Statewide / multiple districts,,129.27937953235144,,1.0,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01__erode,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,Erode,Erode | Namakkal,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.014475596335438556,8930.85
Generator,184.0,aggregate,1.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Tamil Nadu,Statewide / multiple districts,,29.961306514347093,,1.0,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01__chennai_south,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,Chennai South,Kancheepuram,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.0033548101820484156,8930.85
Generator,184.0,aggregate,1.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Tamil Nadu,Statewide / multiple districts,,4428.25926632256,,1.0,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01__tirunelveli,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,Tirunelveli,Kanniyakumari | Thoothukudi | Tirunelveli | Virudhunagar,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",Medium,https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.,0.4958384998429667,8930.85
