component_type,excel_row,record_kind,unit_sequence,source,plant_name,state,district,commissioning_date,capacity_mw,implementing_agency,duplicate_group_size,component_id,original_component_id,bus,allocated_districts,allocation_method,allocation_confidence,allocation_source_url,allocation_notes,allocation_share,original_capacity_mw
Generator,251.0,aggregate,1.0,Bio Power,Others (districts not specified) [Biomass & bagasse based cogen.] Tamil Nadu N.A. 138.2,Tamil Nadu,Statewide / multiple districts,N.A.,43.190088281533434,Others (districts not specified) [Biomass & bagasse based cogen.],1.0,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01__trichy,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,Trichy,Karur | Perambalur | Pudukkottai | Thanjavur | Tiruchirappalli,Residual proxy after subtracting Prayas/CEA-identified plants | Historical plant decomposition from Prayas/CEA evidence,Low | Medium,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares. | Identified as part of the ICED statewide 138.2 MW category; Prayas raw location says Cuddalore; CEA and Tamil Nadu sources place the mill in Perambalur. Capacity is deducted from the residual proxy balance to avoid double counting. | Identified as part of the ICED statewide 138.2 MW category; Plant is present in Prayas and the CEA bagasse list. Capacity is deducted from the residual proxy balance to avoid double counting.",0.31251872852050244,138.2
Generator,251.0,aggregate,1.0,Bio Power,Others (districts not specified) [Biomass & bagasse based cogen.] Tamil Nadu N.A. 138.2,Tamil Nadu,Statewide / multiple districts,N.A.,6.6113677591002515,Others (districts not specified) [Biomass & bagasse based cogen.],1.0,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01__tirunelveli,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,Tirunelveli,Thoothukudi | Tirunelveli | Virudhunagar,Residual proxy after subtracting Prayas/CEA-identified plants,Low,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares.",0.04783912995007418,138.2
Generator,252.0,aggregate,1.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Tamil Nadu,Statewide / multiple districts,N.A.,0.3115824162534768,Others (districts not specified) [Non-Bagasse based cogen.],1.0,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01__chennai_north,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,Chennai North,Chennai | Tiruvallur,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.0059862135687507555,52.05
Generator,252.0,aggregate,1.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Tamil Nadu,Statewide / multiple districts,N.A.,0.7301729350586527,Others (districts not specified) [Non-Bagasse based cogen.],1.0,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01__coimbatore,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,Coimbatore,Coimbatore,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.014028298464143184,52.05
Generator,252.0,aggregate,1.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Tamil Nadu,Statewide / multiple districts,N.A.,14.633672753658239,Others (districts not specified) [Non-Bagasse based cogen.],1.0,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01__villupuram,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,Villupuram,Cuddalore | Tiruvannamalai | Viluppuram,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.2811464505986213,52.05
Generator,252.0,aggregate,1.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Tamil Nadu,Statewide / multiple districts,N.A.,0.9441891401620508,Others (districts not specified) [Non-Bagasse based cogen.],1.0,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01__vellore,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,Vellore,Dharmapuri,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.01814004111742653,52.05
Generator,252.0,aggregate,1.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Tamil Nadu,Statewide / multiple districts,N.A.,5.853972669004715,Others (districts not specified) [Non-Bagasse based cogen.],1.0,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01__madurai,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,Madurai,Dindigul | Madurai | Sivagangai | Theni,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.11246825492804449,52.05
Generator,252.0,aggregate,1.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Tamil Nadu,Statewide / multiple districts,N.A.,6.263121296408271,Others (districts not specified) [Non-Bagasse based cogen.],1.0,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01__erode,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,Erode,Erode | Namakkal,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.12032893941226266,52.05
Generator,252.0,aggregate,1.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Tamil Nadu,Statewide / multiple districts,N.A.,3.9655943886806138,Others (districts not specified) [Non-Bagasse based cogen.],1.0,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01__chennai_south,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,Chennai South,Kancheepuram,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.07618817269319143,52.05
Generator,252.0,aggregate,1.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Tamil Nadu,Statewide / multiple districts,N.A.,11.734382633933969,Others (districts not specified) [Non-Bagasse based cogen.],1.0,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01__trichy,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,Trichy,Karur | Perambalur | Pudukkottai | Thanjavur | Tiruchirappalli,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.22544443100737693,52.05
Generator,252.0,aggregate,1.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Tamil Nadu,Statewide / multiple districts,N.A.,7.613311766840003,Others (districts not specified) [Non-Bagasse based cogen.],1.0,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01__tirunelveli,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,Tirunelveli,Thoothukudi | Tirunelveli | Virudhunagar,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.14626919821018258,52.05
Generator,253.0,aggregate,1.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Tamil Nadu,Statewide / multiple districts,N.A.,0.16503990809045832,Others (districts not specified) [Waste to Energy (Off-grid)],1.0,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01__chennai_north,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,Chennai North,Chennai | Tiruvallur,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.0059862135687507555,27.57
Generator,253.0,aggregate,1.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Tamil Nadu,Statewide / multiple districts,N.A.,0.3867601886564276,Others (districts not specified) [Waste to Energy (Off-grid)],1.0,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01__coimbatore,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,Coimbatore,Coimbatore,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.014028298464143184,27.57
Generator,253.0,aggregate,1.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Tamil Nadu,Statewide / multiple districts,N.A.,7.75120764300399,Others (districts not specified) [Waste to Energy (Off-grid)],1.0,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01__villupuram,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,Villupuram,Cuddalore | Tiruvannamalai | Viluppuram,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.2811464505986213,27.57
Generator,253.0,aggregate,1.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Tamil Nadu,Statewide / multiple districts,N.A.,0.5001209336074495,Others (districts not specified) [Waste to Energy (Off-grid)],1.0,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01__vellore,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,Vellore,Dharmapuri,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.01814004111742653,27.57
Generator,253.0,aggregate,1.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Tamil Nadu,Statewide / multiple districts,N.A.,3.1007497883661865,Others (districts not specified) [Waste to Energy (Off-grid)],1.0,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01__madurai,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,Madurai,Dindigul | Madurai | Sivagangai | Theni,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.11246825492804449,27.57
Generator,253.0,aggregate,1.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Tamil Nadu,Statewide / multiple districts,N.A.,3.3174688595960817,Others (districts not specified) [Waste to Energy (Off-grid)],1.0,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01__erode,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,Erode,Erode | Namakkal,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.12032893941226266,27.57
Generator,253.0,aggregate,1.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Tamil Nadu,Statewide / multiple districts,N.A.,2.100507921151288,Others (districts not specified) [Waste to Energy (Off-grid)],1.0,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01__chennai_south,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,Chennai South,Kancheepuram,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.07618817269319143,27.57
Generator,253.0,aggregate,1.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Tamil Nadu,Statewide / multiple districts,N.A.,6.215502962873382,Others (districts not specified) [Waste to Energy (Off-grid)],1.0,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01__trichy,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,Trichy,Karur | Perambalur | Pudukkottai | Thanjavur | Tiruchirappalli,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.22544443100737693,27.57
Generator,253.0,aggregate,1.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Tamil Nadu,Statewide / multiple districts,N.A.,4.032641794654734,Others (districts not specified) [Waste to Energy (Off-grid)],1.0,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01__tirunelveli,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,Tirunelveli,Thoothukudi | Tirunelveli | Virudhunagar,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.14626919821018258,27.57
Generator,254.0,unit,1.0,Bio Power,Ponni Sugars Limited Tamil Nadu Erode 19,Tamil Nadu,Erode,N.A.,19.0,Ponni Sugars Limited,1.0,ponni_sugars_limited_tamil_nadu_erode_19__unit_01,ponni_sugars_limited_tamil_nadu_erode_19__unit_01,Erode,Erode,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,19.0
Generator,255.0,unit,1.0,Bio Power,Prathyusha Power Pvt. Ltd. Tamil Nadu Tirunelveli 10,Tamil Nadu,Tirunelveli,N.A.,10.0,Prathyusha Power Pvt. Ltd.,1.0,prathyusha_power_pvt_ltd_tamil_nadu_tirunelveli_10__unit_01,prathyusha_power_pvt_ltd_tamil_nadu_tirunelveli_10__unit_01,Tirunelveli,Tirunelveli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,10.0
Generator,256.0,unit,1.0,Bio Power,Rajashree Sugars & Chemicals Ltd. Tamil Nadu Theni 12,Tamil Nadu,Theni,N.A.,12.0,Rajashree Sugars & Chemicals Ltd.,1.0,rajashree_sugars_chemicals_ltd_tamil_nadu_theni_12__unit_01,rajashree_sugars_chemicals_ltd_tamil_nadu_theni_12__unit_01,Madurai,Theni,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,12.0
