date,reported_page_date,reservoir,full_depth_ft,full_capacity_mcft,current_level_ft,current_storage_mcft,current_inflow_cusec,current_outflow_cusec,last_year_level_ft,last_year_storage_mcft,source_url,date_validation,storage_fraction_gross,storage_fraction,inflow_mcft_per_day,outflow_mcft_per_day,current_storage_m3,full_capacity_m3,inflow_m3_per_day,outflow_m3_per_day,agriculture_storage_bcm,cwc_live_capacity_bcm,cwc_nonlive_offset_bcm,calibrated_live_storage_bcm,live_soc_fraction,live_capacity_source,soc_calibration_rule
2025-09-24,2025-09-24,Parambikulam,72.0,13408.0,70.6,13087.0,694.0,1000.0,71.0,13178.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-24,verified,0.9760590692124105,0.9760590692124105,59.961600000000004,86.4,370582571.349504,379672279.10553604,1697923.4286108674,2446575.5455488004,0.370582571349504,0.38,0.0,0.370582571349504,0.9752172930250106,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-24,2025-09-24,Aliyar,120.0,3864.0,119.1,3801.0,109.0,265.0,118.2,3738.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-24,verified,0.9836956521739131,0.9836956521739131,9.4176,22.896,107632333.896192,109416295.231488,266676.7344648192,648342.519570432,0.107632333896192,0.095,0.014416,0.09321633389619201,0.981224567328337,CWC static live capacity,"Agriculture storage - 0.014416 BCM, clipped to CWC live capacity"
2025-09-24,2025-09-24,Thirumurthy,60.0,1744.0,50.13,1334.0,882.0,1059.0,44.47,1119.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-24,verified,0.7649082568807339,0.7649082568807339,76.2048,91.4976,37774673.353728004,49384580.456448,2157879.631174042,2590923.5027361796,0.03777467335372801,,0.0,,,,
2025-09-25,2025-09-25,METTUR,120.0,93470.0,119.14,92105.0,8419.0,9033.0,99.79,64569.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.9853963838664812,0.9853963838664812,727.4016,780.4512000000001,2608123155.35616,2646775650.9542403,20597719.51797535,22099916.902942315,2.6081231553561603,2.647,0.0,2.6081231553561603,0.985312865642675,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-25,2025-09-25,Krishna Raja Sagar,124.8,49452.0,123.52,47679.0,6028.0,6455.0,124.26,48698.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.9641470516864838,0.9641470516864838,520.8192,557.712,1350118928.6599681,1400324697.6675842,14747957.388568169,15792645.146517504,1.3501189286599682,,0.0,,,,
2025-09-25,2025-09-25,Kabini,65.0,19516.0,63.09,18296.0,1534.0,1850.0,63.74,18704.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.9374871899979504,0.9374871899979504,132.5376,159.84,518085025.247232,552631578.089472,3753046.8868718594,4526164.75926528,0.5180850252472321,,0.0,,,,
2025-09-25,2025-09-25,Harangi,129.0,8500.0,127.22,7898.0,1197.0,1600.0,127.39,7955.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.9291764705882353,0.9291764705882353,103.4208,138.24,223646454.383616,240693196.032,2928550.928021914,3914520.8728780807,0.22364645438361602,,0.0,,,,
2025-09-25,2025-09-25,Hemavathy,117.0,37103.0,114.23,34456.0,4558.0,6275.0,115.85,35992.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.9286580599951486,0.9286580599951486,393.81120000000004,542.1600000000001,975685266.1739521,1050639959.1029761,11151491.336611433,15352261.548318723,0.9756852661739521,,0.0,,,,
2025-09-25,2025-09-25,BHAVANISAGAR,105.0,32800.0,98.96,27921.0,1363.0,2533.0,90.06,21625.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.85125,0.85125,117.76320000000001,218.8512,790634673.695232,928792568.2176001,3334682.468583015,6197175.856875111,0.7906346736952321,0.792,0.0,0.7906346736952321,0.9982761031505455,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-25,2025-09-25,AMARAVATHI,90.0,4047.0,82.81,3412.0,304.0,1565.0,87.93,3860.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.8430936496170003,0.8430936496170003,26.265600000000003,135.216,96617080.571904,114598278.15782401,743758.9658468353,3828890.7287838724,0.096617080571904,,0.0,,,,
2025-09-25,2025-09-25,Periyar,152.0,10570.0,130.8,4884.0,340.0,1000.0,128.2,4309.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.4620624408703879,0.4620624408703879,29.376,86.4,138299478.755328,299309068.47744,831835.6854865921,2446575.5455488004,0.13829947875532803,,0.0,,,,
2025-09-25,2025-09-25,Vaigai,71.0,6091.0,67.42,5185.0,747.0,1399.0,57.68,3172.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.8512559514037104,0.8512559514037104,64.5408,120.87360000000001,146822849.57952002,172477912.591872,1827591.9325249537,3422759.1882227715,0.14682284957952002,0.172,0.0,0.14682284957952002,0.8536212184855816,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-25,2025-09-25,Papanasam (TN EB Dam),143.0,5500.0,81.35,2130.0,203.0,950.0,102.35,3169.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.38727272727272727,0.38727272727272727,17.5392,82.08,60314883.24096,155742656.256,496654.83574640646,2324246.76827136,0.06031488324096001,,0.0,,,,
2025-09-25,2025-09-25,Manimuthar,118.0,5511.0,91.38,3043.0,13.0,50.0,65.5,1291.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.5521683904917438,0.5521683904917438,1.1232,4.32,86168164.17945601,156054141.56851202,31805.4820921344,122328.77727744002,0.08616816417945601,0.156,0.0,0.08616816417945601,0.5523600267913847,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-25,2025-09-25,Pechiparai,48.0,4350.0,37.27,2899.0,672.0,764.0,43.69,3715.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.6664367816091954,0.6664367816091954,58.0608,66.0096,82090538.270208,123178282.6752,1644098.7666087938,1869183.7167992834,0.08209053827020801,,0.0,,,,
2025-09-25,2025-09-25,Perunchani,77.0,2890.0,54.0,1076.0,208.0,385.0,63.85,1728.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.372318339100346,0.372318339100346,17.9712,33.264,30468926.932992,81835686.65088001,508887.7134741504,941931.5850362881,0.030468926932992003,,0.0,,,,
2025-09-25,2025-09-25,Krishnagiri,52.0,1666.0,48.85,1323.0,731.0,907.0,48.0,1238.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.7941176470588235,0.7941176470588235,63.1584,78.3648,37463188.041216,47175866.422272004,1788446.723796173,2219044.019812762,0.037463188041216004,,0.0,,,,
2025-09-25,2025-09-25,Sathanur,119.0,7321.0,114.25,6284.0,1583.0,1467.0,94.4,2985.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.8583526840595547,0.8583526840595547,136.7712,126.7488,177943063.984128,207307633.900032,3872929.0886037503,3589126.3253200897,0.177943063984128,0.207,0.0,0.177943063984128,0.8596283284257392,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-25,2025-09-25,Sholayar,160.0,5046.0,160.03,5047.0,494.0,455.0,159.64,5025.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,1.000198176773682,1.000198176773682,42.6816,39.312000000000005,142915124.74982402,142886807.903232,1208608.3195011073,1113191.8732247043,0.142915124749824,0.143,0.0,0.142915124749824,0.9994064667819862,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-25,2025-09-25,Parambikulam,72.0,13408.0,70.6,13087.0,1010.0,1000.0,70.9,13155.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.9760590692124105,0.9760590692124105,87.26400000000001,86.4,370582571.349504,379672279.10553604,2471041.3010042883,2446575.5455488004,0.370582571349504,0.38,0.0,0.370582571349504,0.9752172930250106,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-25,2025-09-25,Aliyar,120.0,3864.0,119.0,3794.0,190.0,265.0,117.85,3714.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.9818840579710145,0.9818840579710145,16.416,22.896,107434115.97004801,109416295.231488,464849.35365427204,648342.519570432,0.10743411597004801,0.095,0.014416,0.09301811597004801,0.9791380628426106,CWC static live capacity,"Agriculture storage - 0.014416 BCM, clipped to CWC live capacity"
2025-09-25,2025-09-25,Thirumurthy,60.0,1744.0,49.65,1316.0,880.0,1089.0,43.9,1097.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-25,verified,0.7545871559633027,0.7545871559633027,76.03200000000001,94.0896,37264970.115072004,49384580.456448,2152986.4800829445,2664320.7691026437,0.037264970115072,,0.0,,,,
2025-09-26,2025-09-26,METTUR,120.0,93470.0,119.02,91915.0,7645.0,9532.0,98.93,63462.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.9833636460896544,0.9833636460896544,660.528,823.5648,2602742954.50368,2646775650.9542403,18704070.045720577,23320758.100171164,2.60274295450368,2.647,0.0,2.60274295450368,0.9832803001525049,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-26,2025-09-26,Krishna Raja Sagar,124.8,49452.0,123.48,47625.0,6016.0,6443.0,124.18,48586.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.9630550837175443,0.9630550837175443,519.7824,556.6752,1348589818.944,1400324697.6675842,14718598.482021583,15763286.23997092,1.3485898189440002,,0.0,,,,
2025-09-26,2025-09-26,Kabini,65.0,19516.0,62.99,18234.0,1247.0,1850.0,63.68,18666.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.9343103094896495,0.9343103094896495,107.74080000000001,159.84,516329380.75852805,552631578.089472,3050879.705299354,4526164.75926528,0.5163293807585281,,0.0,,,,
2025-09-26,2025-09-26,Harangi,129.0,8500.0,127.02,7830.0,844.0,1600.0,127.5,7992.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.9211764705882353,0.9211764705882353,72.9216,138.24,221720908.81536,240693196.032,2064909.7604431873,3914520.8728780807,0.22172090881536002,,0.0,,,,
2025-09-26,2025-09-26,Hemavathy,117.0,37103.0,113.99,34233.0,3807.0,6275.0,115.88,36021.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.9226477643317252,0.9226477643317252,328.9248,542.1600000000001,969370609.383936,1050639959.1029761,9314113.101904282,15352261.548318723,0.969370609383936,,0.0,,,,
2025-09-26,2025-09-26,BHAVANISAGAR,105.0,32800.0,98.73,27746.0,759.0,2704.0,89.71,21399.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.8459146341463415,0.8459146341463415,65.5776,233.62560000000002,785679225.541632,928792568.2176001,1856950.8390715395,6615540.275163956,0.785679225541632,0.792,0.0,0.785679225541632,0.9920192241687273,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-26,2025-09-26,AMARAVATHI,90.0,4047.0,81.66,3315.0,445.0,1565.0,87.67,3837.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.8191252779836916,0.8191252779836916,38.448,135.216,93870346.45248,114598278.15782401,1088726.1177692162,3828890.7287838724,0.09387034645248,,0.0,,,,
2025-09-26,2025-09-26,Periyar,152.0,10570.0,130.85,4896.0,1152.0,1000.0,127.75,4212.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.463197729422895,0.463197729422895,99.53280000000001,86.4,138639280.91443202,299309068.47744,2818455.028472218,2446575.5455488004,0.138639280914432,,0.0,,,,
2025-09-26,2025-09-26,Vaigai,71.0,6091.0,67.19,5132.0,847.0,1399.0,57.19,3086.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.8425545887374816,0.8425545887374816,73.1808,120.87360000000001,145322056.710144,172477912.591872,2072249.4870798339,3422759.1882227715,0.145322056710144,0.172,0.0,0.145322056710144,0.8448956785473489,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-26,2025-09-26,Papanasam (TN EB Dam),143.0,5500.0,83.1,2212.0,2323.0,950.0,101.65,3132.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.4021818181818182,0.4021818181818182,200.7072,82.08,62636864.661504,155742656.256,5683394.992309863,2324246.76827136,0.062636864661504,,0.0,,,,
2025-09-26,2025-09-26,Manimuthar,118.0,5511.0,91.42,3046.0,98.0,50.0,65.3,1279.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.5527127563055707,0.5527127563055707,8.4672,4.32,86253114.71923201,156054141.56851202,239764.40346378242,122328.77727744002,0.08625311471923201,0.156,0.0,0.08625311471923201,0.5529045815335385,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-26,2025-09-26,Pechiparai,48.0,4350.0,38.53,3010.0,2574.0,514.0,43.75,3724.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.6919540229885057,0.6919540229885057,222.39360000000002,44.409600000000005,85233708.24192001,123178282.6752,6297485.454242612,1257539.8304120833,0.08523370824192,,0.0,,,,
2025-09-26,2025-09-26,Perunchani,77.0,2890.0,56.05,1183.0,1571.0,285.0,63.55,1704.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.4093425605536332,0.4093425605536332,135.7344,24.624000000000002,33498829.518336,81835686.65088001,3843570.182057165,697274.0304814081,0.033498829518336,,0.0,,,,
2025-09-26,2025-09-26,Krishnagiri,52.0,1666.0,49.05,1343.0,580.0,346.0,47.85,1224.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.8061224489795918,0.8061224489795918,50.112,29.8944,38029524.973056,47175866.422272004,1419013.816418304,846515.1387598849,0.038029524973056006,,0.0,,,,
2025-09-26,2025-09-26,Sathanur,119.0,7321.0,114.25,6284.0,1400.0,1400.0,94.4,2985.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.8583526840595547,0.8583526840595547,120.96000000000001,120.96000000000001,177943063.984128,207307633.900032,3425205.7637683204,3425205.7637683204,0.177943063984128,0.207,0.0,0.177943063984128,0.8596283284257392,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-26,2025-09-26,Sholayar,160.0,5046.0,160.62,5081.0,950.0,552.0,159.83,5035.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,1.0069361870788744,1.0069361870788744,82.08,47.692800000000005,143877897.533952,142886807.903232,2324246.76827136,1350509.7011429379,0.14387789753395203,0.143,0.0,0.143,1.0,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-26,2025-09-26,Parambikulam,72.0,13408.0,70.65,13098.0,1142.0,1000.0,70.8,13132.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.9768794749403341,0.9768794749403341,98.6688,86.4,370894056.66201603,379672279.10553604,2793989.27301673,2446575.5455488004,0.370894056662016,0.38,0.0,0.370894056662016,0.9760369912158317,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-26,2025-09-26,Aliyar,120.0,3864.0,119.0,3794.0,271.0,265.0,117.7,3703.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.9818840579710145,0.9818840579710145,23.4144,22.896,107434115.97004801,109416295.231488,663021.9728437249,648342.519570432,0.10743411597004801,0.095,0.014416,0.09301811597004801,0.9791380628426106,CWC static live capacity,"Agriculture storage - 0.014416 BCM, clipped to CWC live capacity"
2025-09-26,2025-09-26,Thirumurthy,60.0,1744.0,49.05,1293.0,878.0,1138.0,43.33,1075.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-26,verified,0.7413990825688074,0.7413990825688074,75.8592,98.3232,36613682.643456005,49384580.456448,2148093.3289918466,2784202.9708345346,0.036613682643456005,,0.0,,,,
2025-09-27,2025-09-27,METTUR,120.0,93470.0,118.88,91695.0,7268.0,9502.0,98.03,62316.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.9810099497164866,0.9810099497164866,627.9552,820.9728,2596513248.2534404,2646775650.9542403,17781711.06504868,23247360.8338047,2.5965132482534403,2.647,0.0,2.5965132482534403,0.9809268032691502,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-27,2025-09-27,Krishna Raja Sagar,124.8,49452.0,123.44,47570.0,5978.0,6405.0,124.14,48530.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.9619428941195503,0.9619428941195503,516.4992,553.392,1347032392.3814402,1400324697.6675842,14625628.611290727,15670316.369240066,1.3470323923814402,,0.0,,,,
2025-09-27,2025-09-27,Kabini,65.0,19516.0,62.89,18173.0,1271.0,1850.0,63.66,18654.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.931184668989547,0.931184668989547,109.8144,159.84,514602053.11641604,552631578.089472,3109597.518392525,4526164.75926528,0.514602053116416,,0.0,,,,
2025-09-27,2025-09-27,Harangi,129.0,8500.0,126.9,7789.0,1158.0,1600.0,127.75,8077.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.9163529411764706,0.9163529411764706,100.05120000000001,138.24,220559918.10508803,240693196.032,2833134.481745511,3914520.8728780807,0.22055991810508802,,0.0,,,,
2025-09-27,2025-09-27,Hemavathy,117.0,37103.0,113.75,34011.0,3806.0,6275.0,116.07,36204.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.9166644206667924,0.9166644206667924,328.83840000000004,542.1600000000001,963084269.4405121,1050639959.1029761,9311666.526358735,15352261.548318723,0.9630842694405121,,0.0,,,,
2025-09-27,2025-09-27,BHAVANISAGAR,105.0,32800.0,98.63,27670.0,2092.0,2892.0,89.48,21251.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.8435975609756098,0.8435975609756098,180.74880000000002,249.86880000000002,783527145.2006401,928792568.2176001,5118236.04128809,7075496.477727131,0.78352714520064,0.792,0.0,0.78352714520064,0.9893019510109091,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-27,2025-09-27,AMARAVATHI,90.0,4047.0,80.61,3226.0,553.0,1565.0,87.41,3813.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.797133679268594,0.797133679268594,47.7792,135.216,91350147.105792,114598278.15782401,1352956.2766884866,3828890.7287838724,0.091350147105792,,0.0,,,,
2025-09-27,2025-09-27,Periyar,152.0,10570.0,131.1,4954.0,1694.0,1000.0,127.1,4072.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.46868495742667926,0.46868495742667926,146.3616,86.4,140281658.016768,299309068.47744,4144498.9741596677,2446575.5455488004,0.140281658016768,,0.0,,,,
2025-09-27,2025-09-27,Vaigai,71.0,6091.0,66.99,5086.0,928.0,1399.0,57.15,3080.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.8350024626498112,0.8350024626498112,80.17920000000001,120.87360000000001,144019481.766912,172477912.591872,2270422.106269287,3422759.1882227715,0.144019481766912,0.172,0.0,0.144019481766912,0.8373225684122791,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-27,2025-09-27,Papanasam (TN EB Dam),143.0,5500.0,84.8,2292.0,2133.0,750.0,100.9,3093.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.4167272727272727,0.4167272727272727,184.2912,64.8,64902212.388864,155742656.256,5218545.638655591,1834931.6591616,0.06490221238886401,,0.0,,,,
2025-09-27,2025-09-27,Manimuthar,118.0,5511.0,91.52,3055.0,155.0,50.0,65.15,1272.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.5543458537470514,0.5543458537470514,13.392000000000001,4.32,86507966.33856,156054141.56851202,379219.2095600641,122328.77727744002,0.08650796633856,0.156,0.0,0.08650796633856,0.55453824576,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-27,2025-09-27,Pechiparai,48.0,4350.0,39.74,3168.0,2283.0,413.0,43.78,3728.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.7282758620689656,0.7282758620689656,197.2512,35.6832,89707770.00345601,123178282.6752,5585531.970487911,1010435.7003116545,0.089707770003456,,0.0,,,,
2025-09-27,2025-09-27,Perunchani,77.0,2890.0,58.47,1338.0,2094.0,285.0,63.28,1682.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.4629757785467128,0.4629757785467128,180.9216,24.624000000000002,37887940.740096,81835686.65088001,5123129.192379188,697274.0304814081,0.037887940740096,,0.0,,,,
2025-09-27,2025-09-27,Krishnagiri,52.0,1666.0,49.25,1363.0,580.0,346.0,47.7,1209.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.8181272509003601,0.8181272509003601,50.112,29.8944,38595861.904896006,47175866.422272004,1419013.816418304,846515.1387598849,0.038595861904896,,0.0,,,,
2025-09-27,2025-09-27,Sathanur,119.0,7321.0,114.25,6284.0,1400.0,1400.0,94.4,2985.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.8583526840595547,0.8583526840595547,120.96000000000001,120.96000000000001,177943063.984128,207307633.900032,3425205.7637683204,3425205.7637683204,0.177943063984128,0.207,0.0,0.177943063984128,0.8596283284257392,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-27,2025-09-27,Sholayar,160.0,5046.0,160.96,5101.0,1123.0,893.0,159.86,5037.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,1.010899722552517,1.010899722552517,97.02720000000001,77.15520000000001,144444234.465792,142886807.903232,2747504.3376513026,2184791.9621750787,0.14444423446579202,0.143,0.0,0.143,1.0,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-27,2025-09-27,Parambikulam,72.0,13408.0,70.78,13128.0,1362.0,1010.0,70.72,13114.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.9791169451073986,0.9791169451073986,117.6768,87.26400000000001,371743562.059776,379672279.10553604,3332235.893037466,2471041.3010042883,0.37174356205977604,0.38,0.0,0.37174356205977604,0.9782725317362527,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-27,2025-09-27,Aliyar,120.0,3864.0,118.95,3791.0,230.0,265.0,117.65,3700.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.9811076604554866,0.9811076604554866,19.872,22.896,107349165.43027201,109416295.231488,562712.375476224,648342.519570432,0.10734916543027201,0.095,0.014416,0.09293316543027201,0.9782438466344422,CWC static live capacity,"Agriculture storage - 0.014416 BCM, clipped to CWC live capacity"
2025-09-27,2025-09-27,Thirumurthy,60.0,1744.0,48.45,1270.0,878.0,1138.0,42.72,1053.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-27,verified,0.7282110091743119,0.7282110091743119,75.8592,98.3232,35962395.171840005,49384580.456448,2148093.3289918466,2784202.9708345346,0.03596239517184,,0.0,,,,
2025-09-28,2025-09-28,METTUR,120.0,93470.0,118.62,91287.0,7593.0,12003.0,97.11,61158.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-28,verified,0.976644912806248,0.976644912806248,656.0352,1037.0592000000001,2584959974.843904,2646775650.9542403,18576848.11735204,29366246.273222253,2.5849599748439043,2.647,0.0,2.5849599748439043,0.9765621363218377,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-28,2025-09-28,Krishna Raja Sagar,124.8,49452.0,123.44,47570.0,5978.0,6405.0,124.14,48530.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-28,verified,0.9619428941195503,0.9619428941195503,516.4992,553.392,1347032392.3814402,1400324697.6675842,14625628.611290727,15670316.369240066,1.3470323923814402,,0.0,,,,
2025-09-28,2025-09-28,Kabini,65.0,19516.0,62.89,18173.0,1271.0,1850.0,63.66,18654.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-28,verified,0.931184668989547,0.931184668989547,109.8144,159.84,514602053.11641604,552631578.089472,3109597.518392525,4526164.75926528,0.514602053116416,,0.0,,,,
2025-09-28,2025-09-28,Harangi,129.0,8500.0,126.9,7789.0,1158.0,1600.0,127.75,8077.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-28,verified,0.9163529411764706,0.9163529411764706,100.05120000000001,138.24,220559918.10508803,240693196.032,2833134.481745511,3914520.8728780807,0.22055991810508802,,0.0,,,,
2025-09-28,2025-09-28,Hemavathy,117.0,37103.0,113.75,34011.0,3806.0,6275.0,116.07,36204.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-28,verified,0.9166644206667924,0.9166644206667924,328.83840000000004,542.1600000000001,963084269.4405121,1050639959.1029761,9311666.526358735,15352261.548318723,0.9630842694405121,,0.0,,,,
2025-09-28,2025-09-28,BHAVANISAGAR,105.0,32800.0,98.53,27594.0,1900.0,2700.0,89.24,21096.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-28,verified,0.8412804878048781,0.8412804878048781,164.16,233.28,781375064.859648,928792568.2176001,4648493.53654272,6605753.97298176,0.781375064859648,0.792,0.0,0.781375064859648,0.9865846778530909,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-28,2025-09-28,AMARAVATHI,90.0,4047.0,79.47,3132.0,483.0,1565.0,87.14,3789.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-28,verified,0.7739065974796145,0.7739065974796145,41.7312,135.216,88688363.526144,114598278.15782401,1181695.9885000705,3828890.7287838724,0.08868836352614401,,0.0,,,,
2025-09-28,2025-09-28,Periyar,152.0,10570.0,131.2,4978.0,1287.0,1000.0,126.6,3964.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-28,verified,0.4709555345316935,0.4709555345316935,111.19680000000001,86.4,140961262.33497602,299309068.47744,3148742.727121306,2446575.5455488004,0.14096126233497602,,0.0,,,,
2025-09-28,2025-09-28,Vaigai,71.0,6091.0,66.73,5024.0,742.0,1800.0,57.15,3080.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-28,verified,0.8248235100968643,0.8248235100968643,64.1088,155.52,142263837.27820802,172477912.591872,1815359.0547972098,4403835.9819878405,0.14226383727820802,0.172,0.0,0.14226383727820802,0.8271153330128374,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-28,2025-09-28,Papanasam (TN EB Dam),143.0,5500.0,85.2,2311.0,984.0,750.0,99.85,3038.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-28,verified,0.42018181818181816,0.42018181818181816,85.0176,64.8,65440232.474112004,155742656.256,2407430.3368200194,1834931.6591616,0.065440232474112,,0.0,,,,
2025-09-28,2025-09-28,Manimuthar,118.0,5511.0,91.55,3057.0,88.0,50.0,65.0,1264.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-28,verified,0.5547087642896026,0.5547087642896026,7.6032,4.32,86564600.031744,156054141.56851202,215298.6480082944,122328.77727744002,0.086564600031744,0.156,0.0,0.086564600031744,0.5549012822547692,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-09-28,2025-09-28,Pechiparai,48.0,4350.0,40.02,3205.0,868.0,413.0,43.69,3715.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-28,verified,0.7367816091954023,0.7367816091954023,74.9952,35.6832,90755493.32736,123178282.6752,2123627.5735363583,1010435.7003116545,0.09075549332736,,0.0,,,,
2025-09-28,2025-09-28,Perunchani,77.0,2890.0,59.07,1376.0,745.0,285.0,63.0,1660.0,https://tnagriculture.in/ARS/home/reservoir/2025-09-28,verified,0.47612456747404847,0.47612456747404847,64.36800000000001,24.624000000000002,38963980.910592005,81835686.65088001,1822698.7814338563,697274.0304814081,0.03896398091059201,,0.0,,,,
