component_type,component_id,excel_row,record_kind,unit_sequence,source,plant_name,state,district,commissioning_date,capacity_mw,implementing_agency,duplicate_group_size
Generator,bhavani_barrage_ii_small_hydro_electric_project__unit_01,290,unit,1,Small-Hydro,Bhavani Barrage II Small Hydro Electric Project,Tamil Nadu,Coimbatore,N.A.,5.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2
Generator,bhavani_barrage_ii_small_hydro_electric_project__unit_02,291,unit,2,Small-Hydro,Bhavani Barrage II Small Hydro Electric Project,Tamil Nadu,Coimbatore,N.A.,5.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2
Generator,lower_bhavani_micro_hydel_project__unit_04,292,unit,4,Small-Hydro,Lower Bhavani Micro Hydel Project,Tamil Nadu,Erode,1990-05-26,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,lower_bhavani_micro_hydel_project__unit_03,293,unit,3,Small-Hydro,Lower Bhavani Micro Hydel Project,Tamil Nadu,Erode,1990-04-17,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,lower_bhavani_micro_hydel_project__unit_02,294,unit,2,Small-Hydro,Lower Bhavani Micro Hydel Project,Tamil Nadu,Erode,1990-04-11,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,lower_bhavani_micro_hydel_project__unit_01,295,unit,1,Small-Hydro,Lower Bhavani Micro Hydel Project,Tamil Nadu,Erode,1990-04-03,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,lower_bhavani_right_bank_canal_project__unit_01,296,unit,1,Small-Hydro,Lower Bhavani Right Bank Canal Project,Tamil Nadu,Erode,1998-02-10,4.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,lower_bhavani_right_bank_canal_project__unit_02,297,unit,2,Small-Hydro,Lower Bhavani Right Bank Canal Project,Tamil Nadu,Erode,1998-02-28,4.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,maravakandy_small_hydro_project__unit_01,298,unit,1,Small-Hydro,Maravakandy Small Hydro Project,Tamil Nadu,Nilgiris,1992-10-14,0.75,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,mukurthy_small_hydro_project__unit_01,299,unit,1,Small-Hydro,Mukurthy Small Hydro Project,Tamil Nadu,Nilgiris,2001-06-27,0.35,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,mukurthy_small_hydro_project__unit_02,300,unit,2,Small-Hydro,Mukurthy Small Hydro Project,Tamil Nadu,Nilgiris,2003-01-01,0.35,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,periyar_vaigai_mini_i_hydro_project__unit_01,301,unit,1,Small-Hydro,Periyar Vaigai Mini I Hydro Project,Tamil Nadu,Kanniyakumari,2010-10-02,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,periyar_vaigai_mini_i_hydro_project__unit_02,302,unit,2,Small-Hydro,Periyar Vaigai Mini I Hydro Project,Tamil Nadu,Kanniyakumari,2011-01-21,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,periyar_vaigai_mini_ii_hydro_project__unit_01,303,unit,1,Small-Hydro,Periyar Vaigai Mini II Hydro Project,Tamil Nadu,Kanniyakumari,2011-01-21,1.25,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,periyar_vaigai_mini_ii_hydro_project__unit_02,304,unit,2,Small-Hydro,Periyar Vaigai Mini II Hydro Project,Tamil Nadu,Kanniyakumari,2012-01-30,1.25,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,periyar_vaigai_mini_iii_hydro_project__unit_01,305,unit,1,Small-Hydro,Periyar Vaigai Mini III Hydro Project,Tamil Nadu,Kanniyakumari,N.A.,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2
Generator,periyar_vaigai_mini_iii_hydro_project__unit_02,306,unit,2,Small-Hydro,Periyar Vaigai Mini III Hydro Project,Tamil Nadu,Kanniyakumari,N.A.,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2
Generator,periyar_vaigai_mini_iv_hydro_project__unit_01,307,unit,1,Small-Hydro,Periyar Vaigai Mini IV Hydro Project,Tamil Nadu,Kanniyakumari,N.A.,1.25,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2
Generator,periyar_vaigai_mini_iv_hydro_project__unit_02,308,unit,2,Small-Hydro,Periyar Vaigai Mini IV Hydro Project,Tamil Nadu,Kanniyakumari,N.A.,1.25,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2
Generator,perunchani_small_hydro_project__unit_01,309,unit,1,Small-Hydro,Perunchani Small Hydro Project,Tamil Nadu,Kanniyakumari,2005-12-21,0.65,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,perunchani_small_hydro_project__unit_02,310,unit,2,Small-Hydro,Perunchani Small Hydro Project,Tamil Nadu,Kanniyakumari,2006-01-22,0.65,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,punachi_small_hydro_project__unit_01,311,unit,1,Small-Hydro,Punachi Small Hydro Project,Tamil Nadu,Coimbatore,1992-11-12,1.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,punachi_small_hydro_project__unit_02,312,unit,2,Small-Hydro,Punachi Small Hydro Project,Tamil Nadu,Coimbatore,1992-12-16,1.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,pykara_micro_power_house__unit_01,313,unit,1,Small-Hydro,Pykara Micro Power House,Tamil Nadu,Nilgiris,1989-10-09,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,sathanur_small_hydro_project__unit_01,314,unit,1,Small-Hydro,Sathanur Small Hydro Project,Tamil Nadu,Tiruvannamalai,1999-03-10,7.5,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,servalar_small_hydro_project__unit_01,315,unit,1,Small-Hydro,Servalar Small Hydro Project,Tamil Nadu,Tirunelveli,1986-03-23,20.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,sholayar_ii_power_house__unit_01,316,unit,1,Small-Hydro,Sholayar II Power House,Tamil Nadu,Coimbatore,1971-03-29,25.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,tamil_nadu_small_hydro_project_bunched__aggregate_01,317,aggregate,1,Small-Hydro,Tamil Nadu Small Hydro Project Bunched,Tamil Nadu,Location TBC,N.A.,0.35,,1
Generator,thirumurthy_mini_hydel_project__unit_01,318,unit,1,Small-Hydro,Thirumurthy Mini Hydel Project,Tamil Nadu,Tiruppur,2000-03-20,0.65,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),3
Generator,thirumurthy_mini_hydel_project__unit_02,319,unit,2,Small-Hydro,Thirumurthy Mini Hydel Project,Tamil Nadu,Tiruppur,2000-03-20,0.65,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),3
Generator,thirumurthy_mini_hydel_project__unit_03,320,unit,3,Small-Hydro,Thirumurthy Mini Hydel Project,Tamil Nadu,Tiruppur,2000-03-20,0.65,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),3
Generator,vaigai_hydro_power_project__unit_01,321,unit,1,Small-Hydro,Vaigai Hydro Power Project,Tamil Nadu,Kanniyakumari,1990-03-04,3.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,vaigai_hydro_power_project__unit_02,322,unit,2,Small-Hydro,Vaigai Hydro Power Project,Tamil Nadu,Theni,1990-03-04,3.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
